title,author,publisher,publication_date,discount,price,url,canbuy
三國演義,邵紅,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100385?loc=P_0005_024,True
聊齋誌異,周學武,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100386?loc=P_0005_025,False
封神榜,李元貞,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100387?loc=P_0005_026,False
西遊記,黃慶萱,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100388?loc=P_0005_027,False
老殘遊記,簡錦松,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100389?loc=P_0005_028,False
文選,簡宗梧,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100390?loc=P_0005_029,True
文心雕龍,王夢鷗,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100392?loc=P_0005_030,False
尚書,李振興,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100393?loc=P_0005_031,False
閒情偶寄,顏天佑,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100394?loc=P_0005_032,False
通典,張榮芳,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100395?loc=P_0005_033,True
文史通義,喬衍琯,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100396?loc=P_0005_034,True
東京夢華錄,王明蓀,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100397?loc=P_0005_035,False
明夷待訪錄,董金裕,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100398?loc=P_0005_036,False
淮南子 (上),呂凱,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100399?loc=P_0005_037,True
淮南子 (下),呂凱,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100400?loc=P_0005_038,False
洛陽伽藍記,王文進,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100401?loc=P_0005_039,True
臺灣通史,吳密察,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100402?loc=P_0005_040,False
文心雕龍,王夢鷗,時報出版,1987-01-15,9.0,180,https://www.books.com.tw/products/0010138454?loc=P_0005_041,False
尚書,李振興,時報出版,1987-01-15,9.0,180,https://www.books.com.tw/products/0010138455?loc=P_0005_042,False
閒情偶寄,顏天佑,時報出版,1987-01-15,9.0,180,https://www.books.com.tw/products/0010138457?loc=P_0005_043,False
通典,張榮芳,時報出版,1987-01-15,9.0,180,https://www.books.com.tw/products/0010138458?loc=P_0005_044,False
淮南子 (上),呂凱,時報出版,1987-01-15,9.0,180,https://www.books.com.tw/products/0010138462?loc=P_0005_045,False
淮南子 (下),呂凱,時報出版,1987-01-15,9.0,180,https://www.books.com.tw/products/0010138463?loc=P_0005_046,False
神仙傳 (上),高大鵬,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010071353?loc=P_0005_047,True
神仙傳 (下),高大鵬,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010071354?loc=P_0005_048,False
唐代傳奇,廖玉蕙,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100383?loc=P_0005_049,False
自然的簫聲--莊子說(1),蔡志忠,時報出版,1986-07-15,9.0,135,https://www.books.com.tw/products/0010100268?loc=P_0005_050,False
西遊記38變I(幽默類),蔡志忠,時報出版,1981-01-15,9.0,81,https://www.books.com.tw/products/0010100273?loc=P_0005_051,False
儒家的理想國──禮記,周何,時報出版,1981-01-01,9.0,180,https://www.books.com.tw/products/0010138426?loc=P_0005_052,False
孫子兵法,徐瑜,時報出版,1972-11-10,9.0,90,https://www.books.com.tw/products/0010071335?loc=P_0005_053,False
未帶地圖的旅人--蕭乾回憶錄,蕭乾,時報出版,1900-01-01,9.0,315,https://www.books.com.tw/products/0010069584?loc=P_0005_054,False
蔣方良傳--淒美榮耀異鄉路,王美玉,時報出版,1900-01-01,9.0,180,https://www.books.com.tw/products/0010069612?loc=P_0005_055,False
典藏艋舺歲月,張蒼松,時報出版,1900-01-01,9.0,288,https://www.books.com.tw/products/0010069948?loc=P_0005_056,False
法家的峻言：韓非子說,蔡志忠,時報出版,1900-01-01,9.0,135,https://www.books.com.tw/products/0010154383?loc=P_0005_057,False
小狼人好害怕,安迪‧哈克尼斯,時報出版,2024-08-20,9.0,315,https://www.books.com.tw/products/0010997371?loc=P_0005_001,False
金錢靈氣：來自大天使的15堂豐盛課，調整自我意識與金錢間的能量流動，達到身心靈的平衡 (隨書附贈：獨家22張大天使豐盛卡+4張金錢靈氣許願顯化卡+收納絨布袋),"子玄,白靈聖芬",時報出版,2024-08-20,9.0,540,https://www.books.com.tw/products/0010997375?loc=P_0005_002,False
百鬼夜行誌【童話卷】(一+二)套書(附贈「驚悚童話」酷卡，一組2張),阿慢,時報出版,2024-08-20,9.0,540,https://www.books.com.tw/products/0010997353?loc=P_0005_003,False
百鬼夜行誌【童話卷二】(限量贈送「暗黑本」!加碼2篇全新未公開故事),阿慢,時報出版,2024-08-20,9.0,288,https://www.books.com.tw/products/0010997355?loc=P_0005_004,False
百鬼夜行誌【童話卷二】,阿慢,時報出版,2024-08-20,9.0,288,https://www.books.com.tw/products/0010997356?loc=P_0005_005,False
離家，出走：帶回迷路的自己(隨書附贈心靈減壓藏書卡),Aida,時報出版,2024-08-20,9.0,324,https://www.books.com.tw/products/0010997358?loc=P_0005_006,False
離家，出走：帶回迷路的自己【限量作者親簽版】(隨書附贈心靈減壓藏書卡),Aida,時報出版,2024-08-20,9.0,324,https://www.books.com.tw/products/0010997359?loc=P_0005_007,False
離家，出走：帶回迷路的自己【限量送心靈透光書籤】(隨書附贈心靈減壓藏書卡),Aida,時報出版,2024-08-20,9.0,324,https://www.books.com.tw/products/0010997360?loc=P_0005_008,False
失靈的福利國：直擊美國貧窮問題的核心，為除貧找到解方,馬修•戴斯蒙,時報出版,2024-08-20,9.0,432,https://www.books.com.tw/products/0010997361?loc=P_0005_009,False
和他人相處融洽：破解大眾對「關係」的錯誤認知，掌握成功人際關係的關鍵,艾瑞克．巴克,時報出版,2024-08-20,9.0,414,https://www.books.com.tw/products/0010997364?loc=P_0005_010,False
傾聽的天職：從伊朗到加拿大，一位心理治療師的助人與圓夢之旅,哈桑‧哈利利博士,時報出版,2024-08-20,9.0,342,https://www.books.com.tw/products/0010997366?loc=P_0005_011,False
叛逆，是為了想長大：心理學教授的雙寶爸，解析青少年冷漠、敏感、易怒的底層邏輯,姜振宇,時報出版,2024-08-20,9.0,342,https://www.books.com.tw/products/0010997368?loc=P_0005_012,False
上位思維：從當上主管到成為領導人，上千位執行長最想告訴你的事,亞當．布萊安特,時報出版,2024-08-20,9.0,342,https://www.books.com.tw/products/0010997370?loc=P_0005_013,False
逆貧致富：普通人從0到1的財富自由法則,子安,時報出版,2024-08-20,9.0,342,https://www.books.com.tw/products/0010997373?loc=P_0005_014,False
用地理看歷史：春秋五霸，誰能獨大?,李不白,時報出版,2024-08-20,9.0,612,https://www.books.com.tw/products/0010997376?loc=P_0005_015,False
糖果屋,珍妮佛‧伊根,時報出版,2024-08-13,9.0,495,https://www.books.com.tw/products/0010994337?loc=P_0005_016,False
糖果屋(作者親簽版),珍妮佛‧伊根,時報出版,2024-08-13,79.0,434,https://www.books.com.tw/products/0010994338?loc=P_0005_017,False
你可以，你也該買房了：《買房，也買自由》+《月入23K無痛買房投資術》,"Dr. Selena 楊倩琳博士,Tody 陶迪",時報出版,2024-08-13,9.0,693,https://www.books.com.tw/products/0010995543?loc=P_0005_018,False
小狼人好餓,安迪‧哈克尼斯,時報出版,2024-08-13,9.0,315,https://www.books.com.tw/products/0010995589?loc=P_0005_019,False
我想亂七你的芭蕉【隨書附贈PVC十八公分大香蕉量尺】(博客來獨家唇印親簽版),亂七芭蕉,時報出版,2024-08-13,79.0,300,https://www.books.com.tw/products/0010995727?loc=P_0005_020,False
愛(ai),盧慧心,時報出版,2024-08-13,9.0,360,https://www.books.com.tw/products/0010996554?loc=P_0005_021,False
陪你走過高中三年：108課綱學長姐的高中破關全紀錄,Luckerly拉課力,時報出版,2024-08-13,9.0,378,https://www.books.com.tw/products/0010996557?loc=P_0005_022,False
我想亂七你的芭蕉【隨書附贈PVC十八公分大香蕉量尺】,亂七芭蕉,時報出版,2024-08-13,79.0,300,https://www.books.com.tw/products/0010996559?loc=P_0005_023,False
Memento Mori：吳秉修Eric寫真(隨書加贈：收藏寫真卡；二款隨機一款),Eric （吳秉修）,時報出版,2024-08-13,9.0,585,https://www.books.com.tw/products/0010996563?loc=P_0005_024,False
我在Amazon上班，需要紅酒與心理師 (電子書),克莉絲蒂．寇特爾,時報出版,2024-08-07,,364,https://www.books.com.tw/products/E050228649?loc=P_0005_025,False
出發!去北歐：《【插圖版】芬蘭旅行日常指南》+《曬冰島 UNLOCK ICELAND》,"Becky,周末北歐部 chika",時報出版,2024-08-06,75.0,652,https://www.books.com.tw/products/0010995107?loc=P_0005_026,True
劉潤底層進化套書：《底層邏輯》+《進化的力量》,劉潤,時報出版,2024-08-06,9.0,738,https://www.books.com.tw/products/0010995539?loc=P_0005_027,False
突尼西亞+摩洛哥【漫遊北非世界遺產套書】,"林婉美,陳冠州",時報出版,2024-08-06,9.0,1224,https://www.books.com.tw/products/0010995576?loc=P_0005_028,False
幽默智慧王(暢銷增印版),戴晨志,時報出版,2024-08-06,9.0,342,https://www.books.com.tw/products/0010995578?loc=P_0005_029,False
進化的力量 The Power of Evolution 用新維度看清世界變化，唯有最適合的才能持續生存,劉潤,時報出版,2024-08-06,9.0,378,https://www.books.com.tw/products/0010995582?loc=P_0005_030,False
藝術大盜：一個愛情、犯罪與危險執迷的真實故事【亞馬遜年度選書】,麥可‧芬克爾,時報出版,2024-08-06,9.0,378,https://www.books.com.tw/products/0010995584?loc=P_0005_031,False
台灣超越日本，真的嗎?鳳梨、便當、台積電，台日社會文化多樣交流的觀察與思索,野島剛,時報出版,2024-08-06,9.0,315,https://www.books.com.tw/products/0010995586?loc=P_0005_032,False
小說家的一日,井上荒野,時報出版,2024-08-06,9.0,414,https://www.books.com.tw/products/0010995590?loc=P_0005_033,False
突尼西亞：迦太基與世界遺產紀行,"林婉美,陳冠州",時報出版,2024-08-06,9.0,612,https://www.books.com.tw/products/0010995591?loc=P_0005_034,False
摩洛哥：世界遺產紀行,林婉美,時報出版,2024-08-06,9.0,612,https://www.books.com.tw/products/0010995594?loc=P_0005_035,False
聖誕禮物：歐.亨利短篇小說精選(精裝版),歐．亨利,時報出版,2024-08-06,9.0,414,https://www.books.com.tw/products/0010995595?loc=P_0005_036,False
特殊清掃人 (電子書),中山七里,時報出版,2024-07-31,,315,https://www.books.com.tw/products/E050228580?loc=P_0005_037,True
海邊的房間(一輪復刻版),黃麗群,時報出版,2024-07-30,79.0,331,https://www.books.com.tw/products/0010993922?loc=P_0005_038,True
「製造歷史」的人：從希羅多德到西蒙‧夏瑪，如何形塑我們的2500年(上下冊套書，不分冊售),理查‧柯恩,時報出版,2024-07-30,75.0,1125,https://www.books.com.tw/products/0010995106?loc=P_0005_039,True
特洛伊女人,派特‧巴克,時報出版,2024-07-30,79.0,355,https://www.books.com.tw/products/0010995111?loc=P_0005_040,True
正直與勇敢：甘迺迪總統親筆記錄堅持信念、當仁不讓的故事,約翰‧甘迺迪,時報出版,2024-07-30,79.0,331,https://www.books.com.tw/products/0010995135?loc=P_0005_041,True
阿共打來這麼辦：面對中共武統 全民安全防護手冊,黃征輝,時報出版,2024-07-30,79.0,284,https://www.books.com.tw/products/0010995138?loc=P_0005_042,True
拼拼台灣!幼幼拼圖組-台灣特有動物 (4合一進階組合),小時報編輯部,時報出版,2024-07-30,79.0,300,https://www.books.com.tw/products/0010995142?loc=P_0005_043,True
我只帶來信心：施明德語錄,施明德,時報出版,2024-07-30,79.0,410,https://www.books.com.tw/products/0010995152?loc=P_0005_044,True
表裏談創生：破解迷思，掌握關鍵，從提案到實踐的地方創生全方位行動指引,林承毅,時報出版,2024-07-30,79.0,355,https://www.books.com.tw/products/0010995155?loc=P_0005_045,True
戲精三國：那些騙過你的三國人物,李又宗,時報出版,2024-07-30,79.0,300,https://www.books.com.tw/products/0010995156?loc=P_0005_046,True
女帝 卷八,千樺盡落,時報出版,2024-07-30,79.0,300,https://www.books.com.tw/products/0010995159?loc=P_0005_047,True
女帝 卷九,千樺盡落,時報出版,2024-07-30,79.0,300,https://www.books.com.tw/products/0010995161?loc=P_0005_048,True
女帝 卷十,千樺盡落,時報出版,2024-07-30,79.0,300,https://www.books.com.tw/products/0010995164?loc=P_0005_049,True
女帝 卷十一,千樺盡落,時報出版,2024-07-30,79.0,300,https://www.books.com.tw/products/0010995165?loc=P_0005_050,True
我是男性，我請了一年育嬰假 (電子書),背包Ken,時報出版,2024-07-30,,228,https://www.books.com.tw/products/E050227883?loc=P_0005_051,True
我是男性，我請了一年育嬰假,背包Ken,時報出版,2024-07-30,79.0,300,https://www.books.com.tw/products/0010995140?loc=P_0005_052,True
紅黑時代,之光,時報出版,2024-07-23,79.0,331,https://www.books.com.tw/products/0010993952?loc=P_0005_053,True
挑戰引力：我如何改革NASA、開啟太空新時代,洛瑞‧加弗,時報出版,2024-07-23,79.0,521,https://www.books.com.tw/products/0010994334?loc=P_0005_054,True
