title,author,publisher,publication_date,discount,price
為誰辯護：判決之外，11個法律故事的人性思考 (電子書),莎拉．蘭佛德,究竟,2019-06-01,,259
我決定好好活到死：一位腦科學家對抗大腦病變的奇蹟之旅 (電子書),"伊蓮．麥克阿朵,芭芭拉‧麗普斯卡",究竟,2019-05-01,,231
我決定好好活到死：一位腦科學家對抗大腦病變的奇蹟之旅,"伊蓮．麥克阿朵,芭芭拉‧麗普斯卡",究竟,2019-05-01,9,297
原來，我們都對自我誤解太深：從印度哲學思維，找回真實的自己,熊仁謙,究竟,2019-05-01,9,252
原來，我們都對自我誤解太深：從印度哲學思維，找回真實的自己 (電子書),熊仁謙,究竟,2019-05-01,,196
人生好難，到底哪裡出問題：喜劇演員×藏傳僧侶×腦神經科學家如是說 (電子書),茹比‧韋克斯,究竟,2019-04-01,,231
人生好難，到底哪裡出問題：喜劇演員×藏傳僧侶×腦神經科學家如是說,茹比‧韋克斯,究竟,2019-04-01,9,297
惡人的美學.浮世繪,渡邊晃,究竟,2019-03-01,9,414
情緒勒索〔全球暢銷20年經典〕：遇到利用恐懼、責任與罪惡感控制你的人，該怎麼辦? (電子書),"唐娜‧費瑟,蘇珊‧佛沃",究竟,2019-03-01,,280
半小時漫畫中國史2：兩漢魏晉很有事,陳磊（二混子）,究竟,2019-01-01,9,288
半小時漫畫中國史3：隋唐盛世多風雲,陳磊（二混子）,究竟,2019-01-01,9,288
令人神往的靜坐開悟：普林斯頓大受歡迎的佛學與現代心理學,羅伯．賴特,究竟,2018-12-01,79,300
可惡的他人和可憐的自己：即時療癒人際關係的痛與情感內傷,蘇絢慧,究竟,2018-12-01,79,221
可惡的他人和可憐的自己：即時療癒人際關係的痛與情感內傷 (電子書),蘇絢慧,究竟,2018-12-01,,196
令人神往的靜坐開悟：普林斯頓大受歡迎的佛學與現代心理學 (電子書),羅伯．賴特,究竟,2018-12-01,,266
深井效應：治療童年逆境傷害的長期影響,娜汀‧哈里斯,究竟,2018-11-01,79,276
深井效應：治療童年逆境傷害的長期影響 (電子書),娜汀‧哈里斯,究竟,2018-11-01,,245
為愛徬徨的勇氣：阿德勒的幸福方法論,岸見一郎,究竟,2018-10-01,79,237
為愛徬徨的勇氣：阿德勒的幸福方法論 (電子書),岸見一郎,究竟,2018-10-01,,210
從此刻到永恆：一場身後事的探索之旅，重新叩問生命的意義,凱特琳．道堤,究竟,2018-08-01,7,210
耶路撒冷三千年 (電子書),賽門．蒙提費歐里,究竟,2018-08-01,,413
人生自古誰不廢：或懷才不遇，或落榜情傷，古代魯蛇的人生堅強講義,敏鎬的黑特事務所,究竟,2018-07-01,9,258
人生自古誰不廢：或懷才不遇，或落榜情傷，古代魯蛇的人生堅強講義 (電子書),敏鎬的黑特事務所,究竟,2018-07-01,,201
病態人格：是藏著惡意的善良，還是富有魅力的瘋狂?,中野信子,究竟,2018-06-01,79,221
病態人格：是藏著惡意的善良，還是富有魅力的瘋狂? (電子書),中野信子,究竟,2018-06-01,,196
別讓世界的單薄，奪去你生命的厚度：以印度哲學為師，找回內心的自由權,熊仁謙,究竟,2018-05-01,9,225
別讓世界的單薄，奪去你生命的厚度：以印度哲學為師，找回內心的自由權 (電子書),熊仁謙,究竟,2018-05-01,,175
如果春秋戰國是個班級：半小時漫畫中國史,陳磊（二混子）,究竟,2018-03-01,9,261
伊斯坦堡三城記,貝坦妮．休斯,究竟,2017-12-01,9,567
情緒勒索〔全球暢銷20年經典〕：遇到利用恐懼、責任與罪惡感控制你的人，該怎麼辦?,"唐娜‧費瑟,蘇珊‧佛沃",究竟,2017-09-01,79,316
好好說話：粉絲破千萬!最強說話團隊教你新鮮有趣的話術精進技巧,馬東,究竟,2017-08-01,79,237
好好說話：微博粉絲破千萬!最強說話團隊教你新鮮有趣的話術精進技巧 (電子書),馬東/出品、馬薇薇、黃執中、周玄毅/等著,究竟,2017-08-01,,210
現代草民哲學讀本：日常隨時烙哲學，用思考通樂人生 (電子書),沃草烙哲學作者群,究竟,2017-06-01,,252
現代草民哲學讀本：日常隨時烙哲學，用思考通樂人生,沃草烙哲學作者群,究竟,2017-06-01,9,324
敬那些痛著的心：蘇絢慧的暖心放映時光,蘇絢慧,究竟,2017-04-01,7,182
敬那些痛著的心：蘇絢慧的暖心放映時光 (電子書),蘇絢慧,究竟,2017-04-01,,182
被討厭的勇氣 二部曲完結篇：人生幸福的行動指南,"古賀史健,岸見一郎",究竟,2016-11-01,79,252
被討厭的勇氣 二部曲完結篇：人生幸福的行動指南 (電子書),岸見一郎、古賀史健,究竟,2016-11-01,,224
臺灣史上最有梗的臺灣史,黃震南,究竟,2016-08-01,9,252
臺灣史上最有梗的臺灣史 (電子書),黃震南,究竟,2016-08-01,,196
此人進廠維修中!：為心靈放個小假，安頓複雜的情緒,陳志恆,究竟,2016-06-01,79,197
你過的，是誰的人生?：如實長出生命力量的5種鍛鍊,蘇絢慧,究竟,2016-05-01,79,229
科學史上的今天：歷史的瞬間，改變世界的起點,"PanSci泛科學網專欄作者群,張瑞棋",究竟,2015-11-30,9,630
七天自我心理學，找回原本美好的你,蘇絢慧,究竟,2015-08-26,79,252
認識密碼學的第一本書,王旭正,究竟,2015-02-26,9,225
求真：臺大最受歡迎的哲學公開課,苑舉正,究竟,2015-01-26,9,252
被討厭的勇氣：自我啟發之父「阿德勒」的教導,"古賀史健,岸見一郎",究竟,2014-10-30,79,237
被討厭的勇氣：自我啟發之父「阿德勒」的教導 (電子書),岸見一郎、古賀史健,究竟,2014-10-30,,210
感謝主，我還是個諧星：笑著勇闖生命難關的女孩,吳瑋萍,究竟,2014-09-30,9,234
誰幫我們撐住天空,小野,究竟,2014-06-30,9,261
葉丙成的機率驚豔：當數學遇上文學，學生考不好也會笑著離開,"葉丙成,賴以威",究竟,2014-02-25,9,261
